Title,Company,Experience,Location,Salary,Skills,Date,Domain
Oracle Cloud HCM Architect,Coders Brain Pvt Ltd,8-13 Yrs ,Gurugram ,Not disclosed,Candidates having Oracle Cloud Certifications will be preferred .  Should possess stron...,21-09-2024,Cloud Architecture
Application Architect: Cloud Integration,IBM,7-11 Yrs ,Pune ,Not disclosed,"Required Technical and Professional Expertise . Strong SQL (PL SQL on Oracle, MSSQL and...",02-10-2024,Cloud Architecture
Teamcenter Architect - Cloud,Siemens,8-15 Yrs ,Pune ,Not disclosed,Working experience in Perl / Batch Scripts  Should be able to perform root cause analys...,21-09-2024,Cloud Architecture
Teamcenter Cloud Support- Architect,Siemens,12-15 Yrs ,Pune ,Not disclosed,"Catia, AutoCAD and ProE CAD Integration with Teamcenter SQL Scripting . Have to work in...",21-09-2024,Cloud Architecture
Architect- Cloud Platform Enablement,Pepsi Foods,3-8 Yrs ,Hyderabad ,Not disclosed,Each project will have their own implementation team and we will augment with contracto...,27-09-2024,Cloud Architecture
Cloud Infra Architect,Reflections Info Systems,6-10 Yrs ,"Pune, Chennai, Bengaluru, Thiruvananthapuram ",Not disclosed,"Experience working on discovery, assessment, planning and execution of large cloud migr...",21-09-2024,Cloud Architecture
"Architect, Salesforce Marketing Cloud",Pepsi Foods,2-14 Yrs ,Hyderabad ,Not disclosed,"The candidate will work with a variety of people (business partners, scrum masters and ...",27-09-2024,Cloud Architecture
Feature Architect-Cloud Services,Akkodis,5-10 Yrs ,Bengaluru ,Not disclosed,Programming experience . AWS Experience or Certification . Familiarity with modern soft...,21-09-2024,Cloud Architecture
Salesforce Architect - Sales Cloud,Visionpix Technologies Llp,8-13 Yrs ,"Hyderabad, Bengaluru ",Not disclosed,Experience with cutting-edge AI and machine learning integrations is a plus. The ideal ...,21-09-2024,Cloud Architecture
Salesforce Architect - Marketing Cloud,Wilmer Technologies Inc,5-9 Yrs ,Bengaluru ,Not disclosed,Experience in Force.com Platform and Marketing CloudExperience in Salesforce Marketing ...,21-09-2024,Cloud Architecture
ORACLE CLOUD- SCM Architect,Squalas,10-15 Yrs ,"Hyderabad, Pune, Bengaluru ",Not disclosed,Experience in implementing Oracle Cloud Supply Chain and Manufacturing modules will be ...,21-09-2024,Cloud Architecture
Cloud/Infra Architect,UST,9-12 Yrs ,Bengaluru ,Not disclosed,Looking for Java Architect as a sole contributor with strong hands-on experience in dev...,21-09-2024,Cloud Architecture
Cloud Architects,confidential,6-11 Yrs ,"Hybrid - Hyderabad, Pune, Bangalore/ Bengaluru ",8-18 Lacs PA,looking for a competent cloud architect to manage our cloud architecture and positionin...,10-10-2024,Cloud Architecture
Oracle CX Cloud - Order To Cash - Order Management - Architect,Intone Networks,4-9 Yrs ,Remote ,Not disclosed,Intone Networks is looking for Oracle CX Cloud - Order to Cash - Order Management - Arc...,21-09-2024,Cloud Architecture
Software Architect - Java Multi-Tenant SAAS Cloud Native,Lab49,12-15 Yrs ,Pune ,Not disclosed,"Required Skills, Experience and Qualifications: . BE / BTech or MS degree in Computer S...",21-09-2024,Cloud Architecture
Cloud Server Architect,Task Source,3-9 Yrs ,Indore ,Not disclosed,"6 Experience with Linux Servers, Infrastructure, cloudFlare, CloudFront, Load Balancer,...",21-09-2024,Cloud Architecture
Software Architect (Cloud),Microstrategy,8-12 Yrs ,Pune ,Not disclosed,"Undergraduate degree requiredFamiliarity with industry standards like GDPR, HIPAA, PCI ...",28-09-2024,Cloud Architecture
Cloud Infra Architect,Datamatics,6-10 Yrs ,Mumbai ,Not disclosed,Experience 17+ years of relevant experience Qualifications Any Graduate / Post Graduat...,28-09-2024,Cloud Architecture
SaaS/Cloud - Product Architect,Beinex,5-11 Yrs ,Kochi ,Not disclosed,"Knowledge of SDLC processes and tools, Iterative Design & Prototyping (Agile / DevOps /...",21-09-2024,Cloud Architecture
Cloud Software Architect,Tarana Wireless,3-9 Yrs ,Pune ,Not disclosed,"Bachelor s degree (or higher) in Computer Science or a closely-related field, from a re...",21-09-2024,Cloud Architecture
Software Architect - Cloud,Flytxt,10-14 Yrs ,Thiruvananthapuram ,Not disclosed,Responsibilities   Architect and Implement the AI driven Cloud /SaaS offering     ...,21-09-2024,Cloud Architecture
Cloud System Architect,Sony Pictures,6-10 Yrs ,Mumbai ,Not disclosed,"Bachelor s degree in Computer Science / Engineer, Math or related field or equivalent e...",21-09-2024,Cloud Architecture
GITC Cloud Consultant,Deloitte,4-8 Yrs ,"Chennai, Gurugram, Bengaluru ",Not disclosed,"Demonstrate MS office proficiency, problem solving & analytical skills, and strong verb...",27-09-2024,Cloud Architecture
Hiring For Application Architect- Cloud Native EMS/OAM/FCAPS,Talent Infinity,15-20 Yrs ,"Pune, Bengaluru ",50-60 Lacs PA,"Overall, 15+ years of experience as a technical contributor. Minimum 5 yrs. experience ...",21-09-2024,Cloud Architecture
Sr Pncpl Cloud Architect,Replicon,10-15 Yrs ,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru ",Not disclosed,Roles & Responsibilities:       Cloud Solution Architecture Design and Developmen...,05-10-2024,Cloud Architecture
Sr Adv Cloud Architect,Replicon,5-12 Yrs ,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru ",Not disclosed,"Develop, lead, and enforce best practices and solutions for applications utilizi...",05-10-2024,Cloud Architecture
"Cloud Datacenter Architect, 15+ yrs, Hyderabad. READ & then apply
",Clients of BRETER MANAGINGS,15-18 Yrs ,Hyderabad ,15-20 Lacs PA,Managing teams with minimum size of 15 + Certifications (minimum one is mandatory)- AWS...,05-10-2024,Cloud Architecture
Microsoft Azure Cloud Architect,Response Informatics,5-10 Yrs ,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru ",Not disclosed,"Identity and Access Management: Familiarity with Azure Active Directory, SSO, and ident...",21-09-2024,Cloud Architecture
Microsoft Azure Cloud Architect,Response Informatics,4-6 Yrs ,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru ",Not disclosed,development experience on Microsoft Azure Cloud technologies Good understanding on Data...,21-09-2024,Cloud Architecture
Hybrid Cloud Solutions Architect,Hexaware Technologies,14-20 Yrs ,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru ",Not disclosed,"Experience in IP networking, VPN, DNS, Load balancing, Global site load balancing, web ...",16-10-2024,Cloud Architecture
Buffer - AWS Cloud Architect,Hitachi Data Systems,5-10 Yrs ,Hyderabad ,Not disclosed,"Bachelors degree in Computer Science, Information Technology, or related field. We don ...",16-10-2024,Cloud Architecture
Senior Architecture - Solution Cloud Architect,Capco,13-18 Yrs ,Bengaluru ,Not disclosed,"Senior Architect with 8 + years extensive experience in GCP, DevSecOps, Event Based Arc...",05-10-2024,Cloud Architecture
AWS Cloud Architect,Photon,10-17 Yrs ,"Chennai, Bengaluru ",18-30 Lacs PA,"AWS certifications, such as AWS Certified Solutions Architect, are a plusProven experie...",25-09-2024,Cloud Architecture
Sr. Cloud Architect (AWS),Schnell Technocraft,12-15 Yrs ,Noida ,Not disclosed,. AWS Certified  . Ability to understand the business requirements thoroughly and conve...,21-09-2024,Cloud Architecture
Job Opportunity For Cloud Architect- Network & Security,Insight Direct India,8-12 Yrs ,"Hybrid - Noida, Gurugram, Bengaluru ",Not disclosed,"About Insight:Founded in 1998, Insight is headquartered in Chandler, Arizona, USA and ...",12-10-2024,Cloud Architecture
AWS Azure Cloud Solution Architect,AIT Global,7-12 Yrs ,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru ",Not disclosed,Should have knowledge of Devops and DevSecops Knowledge,21-09-2024,Cloud Architecture
Hiring_ Tech Strategy & Advisory - Cloud Architect - Senior Manager,it mnc,10-15 Yrs ,"Hyderabad, Bengaluru, Delhi / NCR ",17-32 Lacs PA,Female candidates 100% - Must. Skills needs to check Additionally. data on cloud - data...,11-10-2024,Cloud Architecture
Cloud Architect (Azure),Navikenz,15-20 Yrs ,Noida ,Not disclosed,"Experience: A minimum of 5+ years of hands-on experience in Azure cloud architecture, d...",21-09-2024,Cloud Architecture
AWS Cloud Architect,Cloudaims Infotech Llp,10-12 Yrs ,Remote ,Not disclosed,"The Individual should be passionate about technology, experienced in developing and man...",21-09-2024,Cloud Architecture
Salesforce Data cloud Architect,EY,10-15 Yrs ,"Hybrid - Pune, Chennai, Bengaluru ",Not disclosed,Preferred Qualifications: . Experience in Data cloud is mandatory . Experience in CDP (...,10-10-2024,Cloud Architecture
Cloud FinOps Consultant,Capgemini,5-10 Yrs ,Bengaluru ,Not disclosed,Associate or Professional level certified candidate in AZURE/ AWS / GCP is a plus FinOp...,24-09-2024,Cloud Architecture
Sr. Azure Cloud Architect - Lead,ITC Worldwide,13-18 Yrs ,Pune ,Not disclosed,"Bachelors degree in Computer Science, Information Technology, or a related field (or eq...",21-09-2024,Cloud Architecture
AZURE CLOUD ARCHITECT,ITC Worldwide,8-12 Yrs ,Pune ,Not disclosed,". We are looking for an expert, with broad and deep expertise in the Enterprise Archite...",21-09-2024,Cloud Architecture
Azure Cloud Architect,Next Leap Innovtions,8-15 Yrs ,Hyderabad ,Not disclosed,Real world cloud migration experience of legacy systems to cloud . Provide solutions ar...,21-09-2024,Cloud Architecture
S&CGN - Tech Strategy & Advisory - Cloud Architect - Senior Manager,Accenture,16-20 Yrs ,Bengaluru ,Not disclosed,The Cloud Transformation Senior ManagerJoin our team of Cloud strategists who use the c...,21-09-2024,Cloud Architecture
Cloud Architect / Developer,Flexday Solutions,7-12 Yrs ,"Guwahati, Hyderabad ",Not disclosed,Must have very good AWS expertise preferably certified . Key Responsibilities: . Good e...,21-09-2024,Cloud Architecture
Devops / Cloud Architect,Siemens,6-12 Yrs ,Bengaluru ,Not disclosed,". 10 years of experience withcloud, AWS tools and technologies . Ability to code and sc...",21-09-2024,Cloud Architecture
Cloud Architect (Azure & GCP),Global Pharma Tek,5-10 Yrs ,Bengaluru ,Not disclosed,"Requirements: . . Bachelors degree in computer science, Information Technology, or a re...",21-09-2024,Cloud Architecture
Requirement For AWS Cloud Architect || Bangalore,Karnex Software Solution,7-12 Yrs ,"Bangalore Rural, Bengaluru ",15-30 Lacs PA,Experience: 10 12 years in AWS cloud architecture and large-scale deployment. Qualifica...,19-10-2024,Cloud Architecture
Associate Consultant - AWS Cloud Architect,CGI,4-14 Yrs ,Hyderabad ,Not disclosed,This is a great opportunity to join a winning team. CGI offers a competitive compens...,26-09-2024,Cloud Architecture
Senior Multi-cloud Architect /Principal Technical Architect in Cloud,Altimetrik,13-20 Yrs ,"Hybrid - Chennai, Bengaluru ",27.5-42.5 Lacs PA,3 . Jenkins . Declarative / Scripting Pipeline Fundamentals . 4 . Ansible / Chef . All ...,12-10-2024,Cloud Architecture
Cloud FinOps Consultant,Tetrahed Inc,7-9 Yrs ,Noida ,Not disclosed,nontechnical personnel at various levels in the organization and with vendors. - Experi...,26-09-2024,Cloud Architecture
AWS Cloud Architect,Suventure Services Pvt. Ltd,12-22 Yrs ,Bengaluru ,Not disclosed,Mandatory skills: . 7 to 10 years of hands-on experience in cloud architectureHands on ...,10-10-2024,Cloud Architecture
Senior Cloud Architect,R1 RCM,8-9 Yrs ,"Noida, Hyderabad, Chennai ",Not disclosed,"Experience in cloud migration, optimization, and automation . Required Qualifications: ...",21-09-2024,Cloud Architecture
Aws Cloud Architect,Logicloop,10-15 Yrs ,Bangalore Rural ,12-22 Lacs PA,"Experience with Docker containerization and clustering (Kubernetes, Docker, Helm, OpenS...",21-09-2024,Cloud Architecture
AWS Cloud Architect,Global Pharma Tek,6-11 Yrs ,Bengaluru ,Not disclosed,Real Cloud Architect with hands on knowledge    Ability to finalize Migration Strat...,21-09-2024,Cloud Architecture
Hiring!! AWS cloud Architect,Aspire Systems,11-16 Yrs ,"Hybrid - Hyderabad, Chennai, Bengaluru ",Not disclosed,Job Title: AWS Cloud ArchitectLocation: Offshore (Chennai / Hyderabad / Cochin / Banga...,27-09-2024,Cloud Architecture
AWS Cloud Architect,Coders Brain Pvt Ltd,10-12 Yrs ,Bengaluru ,Not disclosed,must have architect Experience .  Strong knowledge in infrastructure and network and sh...,21-09-2024,Cloud Architecture
Cloud Architect - AWS,Valuelabs,9-14 Yrs ,Hyderabad ,Not disclosed,"AWS: 1. AWS Media Services 2. Data Science/Data Lake 3. Databases (MySQL, PostgreSQL, D...",26-09-2024,Cloud Architecture
Cloud Architect - Infrastructure,Syngenta,10-15 Yrs ,Pune ,Not disclosed,"We believe that that most IT departments witness change, we aim to cause it by disco...",21-09-2024,Cloud Architecture
Cloud Technical Architect,Accenture,5-10 Yrs ,Gurugram ,Not disclosed,Project Role :Cloud Technical ArchitectProject Role Description :Develop and deliver ag...,12-10-2024,Cloud Architecture
Essent Title- Azure Cloud Architect,Visionet Systems,15-18 Yrs ,Bengaluru ,Not disclosed,Experience: Hands-on experience in designing and deploying enterprise-scale Azure solut...,01-10-2024,Cloud Architecture
DotNet Azure Cloud Architect,Superior Electric Machines,10-15 Yrs ,"Mumbai, Hyderabad, Bengaluru ",Not disclosed,We are looking for DotNet Azure Cloud Architect.Candidate should be having good experie...,27-09-2024,Cloud Architecture
Azure AI & ML Cloud Architect(Remote-Contract),Vishnu Roobini Technologies,10-20 Yrs ,Remote ,14-22.5 Lacs PA,certifications are preferredQualifications: Experience: Minimum of 5 years of experienc...,24-09-2024,Cloud Architecture
Azure Cloud Architect,Nihilent,10-18 Yrs ,"Kolkata, Pune ",Not disclosed,Solution Design and Architecture:    Collaborate with clients and stakeholders to und...,21-09-2024,Cloud Architecture
LEAD AZURE CLOUD ARCHITECT,Swathi Business Solutions,8-10 Yrs ,Bengaluru ,Not disclosed,"KeySkills:    AZURE CLOUD ARCHITECT, LEAD, AZURE FUNCTIONS, TYPESCRIPT, AZURE STORAGE A...",21-09-2024,Cloud Architecture
Cloud Architect - Azure DevOps,Aliqan Services,9-12 Yrs ,Bengaluru ,Not disclosed,"Bachelors degree in Computer Science, Engineering, or related field",01-10-2024,Cloud Architecture
Cloud Architect - Azure,Epsilon Asia Group Of Companies,9-13 Yrs ,Bengaluru ,Not disclosed,Your Skills & Experience: . 9 to 13 years of experience in DevOps with a bachelors in e...,21-09-2024,Cloud Architecture
Cloud Infrastructure - Azure / AWS | Referral | Consultant,Deloitte,2-6 Yrs ,"Chennai, Gurugram, Bengaluru ",Not disclosed,User provisioning. Access certification. Access management and federation. Entitlements...,29-09-2024,Cloud Architecture
Cloud Security Architect || Bharti Airtel || Gurgaon,Airtel,5-10 Yrs ,Gurgaon/ Gurugram ,Not disclosed,"Experience with cloud security services and tools, such as AWS Security Hub, and Google...",02-10-2024,Cloud Architecture
Sr. Cloud Security Architect,McCain,8-13 Yrs ,New Delhi ,Not disclosed,Collaborate with Cloud Operations and implementation teams to implement best practices....,21-09-2024,Cloud Architecture
Senior Solution & Cloud Architect,Pradeepit Consulting Services,12-15 Yrs ,Bengaluru ,Not disclosed,Bachelor / Masters degree in computer science or Proven experience as a Solution Archit...,21-09-2024,Cloud Architecture
Cloud Solutions Architect,IBM,7-12 Yrs ,Bengaluru ,Not disclosed,"Hybrid Cloud Proficiency: Proficiency in a wide range of hybrid cloud technologies, inc...",16-10-2024,Cloud Architecture
Need Cloud Solution Architect Designer,Rankskills Knowledge International,6-11 Yrs ,"Noida, Pune, Bengaluru ",18-33 Lacs PA,#NAME?,16-10-2024,Cloud Architecture
Application Consultant: Edge & Network Cloud,IBM,6-9 Yrs ,Gurugram ,Not disclosed,IBM Application Consultants work directly with our clients on key initiatives. You will...,16-10-2024,Cloud Architecture
Platform Architect / DevOps Architect (Azure Cloud),Neal Analytics,9-11 Yrs ,"Mumbai, Pune, Chennai, Gurugram, Bengaluru ",Not disclosed,"Experience with automation, orchestration, CI / CD tools like Jenkins, GitHub Actions, ...",21-09-2024,Cloud Architecture
Aws Cloud Architect,Intelizign Lifecycle Services,8-13 Yrs ,"Hybrid - Pimpri-Chinchwad, Pune(Hinjewadi Phase 1 +2) ",15-30 Lacs PA,"The ideal candidate will have extensive experience in designing, implementing, and mana...",11-10-2024,Cloud Architecture
